Date,Open,High,Low,Close,Volume,Election_date,3M_before,Close_3M_before,3M_UP_DOWN,6M_before,Close_6M_before,6M_UP_DOWN,9M_before,Close_9M_before,9M_UP_DOWN,12_before,Close_12_before,12M_UP_DOWN,15_before,Close_15_before
84/02/17,,,,,,,83/11/17,,,83/08/17,,,83/05/17,,,83/02/17,,,82/11/17,0
84/02/20,,,,,,,83/11/20,,,83/08/20,,,83/05/20,,,83/02/20,,,82/11/20,
84/02/21,,,,,,,83/11/21,,,83/08/21,,,83/05/21,,,83/02/21,,,82/11/21,
84/02/22,,,,,,,83/11/22,,,83/08/22,,,83/05/22,,,83/02/22,,,82/11/22,0
84/02/23,,,,,,,83/11/23,,,83/08/23,,,83/05/23,,,83/02/23,,,82/11/23,0
84/02/24,,,,,,,83/11/24,,,83/08/24,,,83/05/24,,,83/02/24,,,82/11/24,0
84/02/27,,,,,,,83/11/27,,,83/08/27,,,83/05/27,,,83/02/27,,,82/11/27,
84/02/28,,,,,,,83/11/28,,,83/08/28,,,83/05/28,,,83/02/28,64.540001,0,82/11/28,
84/02/29,78.709999,78.709999,78.709999,78.71 ,0,,83/11/29,,,83/08/29,,,83/05/29,,,83/02/28,64.540001,1,82/11/29,0
84/03/01,,,,,,,83/12/01,,,83/09/01,,,83/06/01,,,83/03/01,,,82/12/01,0
84/03/02,,,,,,,83/12/02,,,83/09/02,,,83/06/02,,,83/03/02,,,82/12/02,0
84/03/05,,,,,,,83/12/05,,,83/09/05,,,83/06/05,,,83/03/05,,,82/12/05,
84/03/06,,,,,,,83/12/06,,,83/09/06,,,83/06/06,,,83/03/06,,,82/12/06,0
84/03/07,,,,,,,83/12/07,,,83/09/07,,,83/06/07,,,83/03/07,,,82/12/07,0
84/03/08,,,,,,,83/12/08,,,83/09/08,,,83/06/08,,,83/03/08,,,82/12/08,0
84/03/09,,,,,,,83/12/09,,,83/09/09,,,83/06/09,,,83/03/09,,,82/12/09,0
84/03/12,,,,,,,83/12/12,,,83/09/12,,,83/06/12,,,83/03/12,,,82/12/12,
84/03/13,,,,,,,83/12/13,,,83/09/13,,,83/06/13,,,83/03/13,,,82/12/13,0
84/03/14,,,,,,,83/12/14,,,83/09/14,,,83/06/14,,,83/03/14,,,82/12/14,0
84/03/15,,,,,,,83/12/15,,,83/09/15,,,83/06/15,,,83/03/15,,,82/12/15,0
84/03/16,,,,,,,83/12/16,,,83/09/16,,,83/06/16,,,83/03/16,,,82/12/16,0
84/03/19,,,,,,,83/12/19,,,83/09/19,,,83/06/19,,,83/03/19,,,82/12/19,
84/03/20,,,,,,,83/12/20,,,83/09/20,,,83/06/20,,,83/03/20,,,82/12/20,0
84/03/21,,,,,,,83/12/21,,,83/09/21,,,83/06/21,,,83/03/21,,,82/12/21,0
84/03/22,,,,,,,83/12/22,,,83/09/22,,,83/06/22,,,83/03/22,,,82/12/22,0
84/03/23,,,,,,,83/12/23,,,83/09/23,,,83/06/23,,,83/03/23,,,82/12/23,0
84/03/26,,,,,,,83/12/26,,,83/09/26,,,83/06/26,,,83/03/26,,,82/12/26,
84/03/27,,,,,,,83/12/27,,,83/09/27,,,83/06/27,,,83/03/27,,,82/12/27,0
84/03/28,,,,,,,83/12/28,,,83/09/28,,,83/06/28,,,83/03/28,,,82/12/28,0
84/03/29,,,,,,,83/12/29,,,83/09/29,,,83/06/29,,,83/03/29,,,82/12/29,0
84/03/30,78.559998,78.559998,78.559998,78.56 ,0,0,83/12/30,78.790001,0,83/09/30,73.410004,1,83/06/30,73.349998,1,83/03/30,,,82/12/30,0
84/04/02,,,,,,,84/01/02,,,83/10/02,,,83/07/02,,,83/04/02,,,83/01/02,
84/04/03,,,,,,,84/01/03,,,83/10/03,,,83/07/03,,,83/04/03,,,83/01/03,0
84/04/04,,,,,,,84/01/04,,,83/10/04,,,83/07/04,,,83/04/04,,,83/01/04,0
84/04/05,,,,,,,84/01/05,,,83/10/05,,,83/07/05,,,83/04/05,,,83/01/05,0
84/04/06,,,,,,,84/01/06,,,83/10/06,,,83/07/06,,,83/04/06,,,83/01/06,0
84/04/09,,,,,,,84/01/09,,,83/10/09,,,83/07/09,,,83/04/09,,,83/01/09,
84/04/10,,,,,,,84/01/10,,,83/10/10,,,83/07/10,,,83/04/10,,,83/01/10,0
84/04/11,,,,,,,84/01/11,,,83/10/11,,,83/07/11,,,83/04/11,,,83/01/11,0
84/04/12,,,,,,,84/01/12,,,83/10/12,,,83/07/12,,,83/04/12,,,83/01/12,0
84/04/13,,,,,,,84/01/13,,,83/10/13,,,83/07/13,,,83/04/13,,,83/01/13,0
84/04/16,,,,,,,84/01/16,,,83/10/16,,,83/07/16,,,83/04/16,,,83/01/16,
84/04/17,,,,,,,84/01/17,,,83/10/17,,,83/07/17,,,83/04/17,,,83/01/17,0
84/04/18,,,,,,,84/01/18,,,83/10/18,,,83/07/18,,,83/04/18,,,83/01/18,0
84/04/19,,,,,,,84/01/19,,,83/10/19,,,83/07/19,,,83/04/19,,,83/01/19,0
84/04/20,,,,,,,84/01/20,,,83/10/20,,,83/07/20,,,83/04/20,,,83/01/20,0
84/04/23,,,,,,,84/01/23,,,83/10/23,,,83/07/23,,,83/04/23,,,83/01/23,
84/04/24,,,,,,,84/01/24,,,83/10/24,,,83/07/24,,,83/04/24,,,83/01/24,0
84/04/25,,,,,,,84/01/25,,,83/10/25,,,83/07/25,,,83/04/25,,,83/01/25,0
84/04/26,,,,,,,84/01/26,,,83/10/26,,,83/07/26,,,83/04/26,,,83/01/26,0
84/04/27,,,,,,,84/01/27,,,83/10/27,,,83/07/27,,,83/04/27,,,83/01/27,0
84/04/30,79.449997,79.449997,79.449997,79.45 ,0,,84/01/30,,,83/10/30,,,83/07/30,,,83/04/30,,,83/01/30,
84/05/01,,,,,,,84/02/01,,,83/11/01,,,83/08/01,,,83/05/01,,,83/02/01,0
84/05/02,,,,,,,84/02/02,,,83/11/02,,,83/08/02,,,83/05/02,,,83/02/02,0
84/05/03,,,,,,,84/02/03,,,83/11/03,,,83/08/03,,,83/05/03,,,83/02/03,0
84/05/04,,,,,,,84/02/04,,,83/11/04,,,83/08/04,,,83/05/04,,,83/02/04,0
84/05/07,,,,,,,84/02/07,,,83/11/07,,,83/08/07,,,83/05/07,,,83/02/07,0
84/05/08,,,,,,,84/02/08,,,83/11/08,,,83/08/08,,,83/05/08,,,83/02/08,0
84/05/09,,,,,,,84/02/09,,,83/11/09,,,83/08/09,,,83/05/09,,,83/02/09,0
84/05/10,,,,,,,84/02/10,,,83/11/10,,,83/08/10,,,83/05/10,,,83/02/10,0
84/05/11,,,,,,,84/02/11,,,83/11/11,,,83/08/11,,,83/05/11,,,83/02/11,0
84/05/14,,,,,,,84/02/14,,,83/11/14,,,83/08/14,,,83/05/14,,,83/02/14,0
84/05/15,,,,,,,84/02/15,,,83/11/15,,,83/08/15,,,83/05/15,,,83/02/15,0
84/05/16,,,,,,,84/02/16,,,83/11/16,,,83/08/16,,,83/05/16,,,83/02/16,0
84/05/17,,,,,,,84/02/17,,,83/11/17,,,83/08/17,,,83/05/17,,,83/02/17,0
84/05/18,,,,,,,84/02/18,,,83/11/18,,,83/08/18,,,83/05/18,,,83/02/18,0
84/05/21,,,,,,,84/02/21,,,83/11/21,,,83/08/21,,,83/05/21,,,83/02/21,0
84/05/22,,,,,,,84/02/22,,,83/11/22,,,83/08/22,,,83/05/22,,,83/02/22,0
84/05/23,,,,,,,84/02/23,,,83/11/23,,,83/08/23,,,83/05/23,,,83/02/23,0
84/05/24,,,,,,,84/02/24,,,83/11/24,,,83/08/24,,,83/05/24,,,83/02/24,0
84/05/25,,,,,,,84/02/25,,,83/11/25,,,83/08/25,,,83/05/25,,,83/02/25,0
84/05/28,,,,,,,84/02/28,,,83/11/28,,,83/08/28,,,83/05/28,,,83/02/28,64.540001
84/05/29,,,,,,0,84/02/29,78.709999,0,83/11/29,,,83/08/29,,,83/05/29,,,83/02/28,64.540001
84/05/30,,,,,,0,84/02/29,78.709999,1,83/11/30,78.790001,1,83/08/30,,,83/05/30,,,83/02/28,64.540001
84/05/31,78.169998,78.169998,78.169998,78.17 ,0,0,84/02/29,78.709999,1,83/11/30,78.790001,1,83/08/31,72.120003,1,83/05/31,70.809998,1,83/02/28,64.540001
84/06/01,,,,,,,84/03/01,,,83/12/01,,,83/09/01,,,83/06/01,,,83/03/01,0
84/06/04,,,,,,,84/03/04,,,83/12/04,,,83/09/04,,,83/06/04,,,83/03/04,0
84/06/05,,,,,,,84/03/05,,,83/12/05,,,83/09/05,,,83/06/05,,,83/03/05,
84/06/06,,,,,,,84/03/06,,,83/12/06,,,83/09/06,,,83/06/06,,,83/03/06,
84/06/07,,,,,,,84/03/07,,,83/12/07,,,83/09/07,,,83/06/07,,,83/03/07,0
84/06/08,,,,,,,84/03/08,,,83/12/08,,,83/09/08,,,83/06/08,,,83/03/08,0
84/06/11,,,,,,,84/03/11,,,83/12/11,,,83/09/11,,,83/06/11,,,83/03/11,0
84/06/12,,,,,,,84/03/12,,,83/12/12,,,83/09/12,,,83/06/12,,,83/03/12,
84/06/13,,,,,,,84/03/13,,,83/12/13,,,83/09/13,,,83/06/13,,,83/03/13,
84/06/14,,,,,,,84/03/14,,,83/12/14,,,83/09/14,,,83/06/14,,,83/03/14,0
84/06/15,,,,,,,84/03/15,,,83/12/15,,,83/09/15,,,83/06/15,,,83/03/15,0
84/06/18,,,,,,,84/03/18,,,83/12/18,,,83/09/18,,,83/06/18,,,83/03/18,0
84/06/19,,,,,,,84/03/19,,,83/12/19,,,83/09/19,,,83/06/19,,,83/03/19,
84/06/20,,,,,,,84/03/20,,,83/12/20,,,83/09/20,,,83/06/20,,,83/03/20,
84/06/21,,,,,,,84/03/21,,,83/12/21,,,83/09/21,,,83/06/21,,,83/03/21,0
84/06/22,,,,,,,84/03/22,,,83/12/22,,,83/09/22,,,83/06/22,,,83/03/22,0
84/06/25,,,,,,,84/03/25,,,83/12/25,,,83/09/25,,,83/06/25,,,83/03/25,0
84/06/26,,,,,,,84/03/26,,,83/12/26,,,83/09/26,,,83/06/26,,,83/03/26,
84/06/27,,,,,,,84/03/27,,,83/12/27,,,83/09/27,,,83/06/27,,,83/03/27,
84/06/28,,,,,,,84/03/28,,,83/12/28,,,83/09/28,,,83/06/28,,,83/03/28,0
84/06/29,80.080002,80.080002,80.080002,80.08 ,0,,84/03/29,,,83/12/29,,,83/09/29,,,83/06/29,,,83/03/29,0
84/07/02,,,,,,,84/04/02,,,84/01/02,,,83/10/02,,,83/07/02,,,83/04/02,
84/07/03,,,,,,,84/04/03,,,84/01/03,,,83/10/03,,,83/07/03,,,83/04/03,
84/07/04,,,,,,,84/04/04,,,84/01/04,,,83/10/04,,,83/07/04,,,83/04/04,0
84/07/05,,,,,,,84/04/05,,,84/01/05,,,83/10/05,,,83/07/05,,,83/04/05,0
84/07/06,,,,,,,84/04/06,,,84/01/06,,,83/10/06,,,83/07/06,,,83/04/06,0
84/07/09,,,,,,,84/04/09,,,84/01/09,,,83/10/09,,,83/07/09,,,83/04/09,
84/07/10,,,,,,,84/04/10,,,84/01/10,,,83/10/10,,,83/07/10,,,83/04/10,
84/07/11,,,,,,,84/04/11,,,84/01/11,,,83/10/11,,,83/07/11,,,83/04/11,0
84/07/12,,,,,,,84/04/12,,,84/01/12,,,83/10/12,,,83/07/12,,,83/04/12,0
84/07/13,,,,,,,84/04/13,,,84/01/13,,,83/10/13,,,83/07/13,,,83/04/13,0
84/07/16,,,,,,,84/04/16,,,84/01/16,,,83/10/16,,,83/07/16,,,83/04/16,
84/07/17,,,,,,,84/04/17,,,84/01/17,,,83/10/17,,,83/07/17,,,83/04/17,
84/07/18,,,,,,,84/04/18,,,84/01/18,,,83/10/18,,,83/07/18,,,83/04/18,0
84/07/19,,,,,,,84/04/19,,,84/01/19,,,83/10/19,,,83/07/19,,,83/04/19,0
84/07/20,,,,,,,84/04/20,,,84/01/20,,,83/10/20,,,83/07/20,,,83/04/20,0
84/07/23,,,,,,,84/04/23,,,84/01/23,,,83/10/23,,,83/07/23,,,83/04/23,
84/07/24,,,,,,,84/04/24,,,84/01/24,,,83/10/24,,,83/07/24,,,83/04/24,
84/07/25,,,,,,,84/04/25,,,84/01/25,,,83/10/25,,,83/07/25,,,83/04/25,0
84/07/26,,,,,,,84/04/26,,,84/01/26,,,83/10/26,,,83/07/26,,,83/04/26,0
84/07/27,,,,,,,84/04/27,,,84/01/27,,,83/10/27,,,83/07/27,,,83/04/27,0
84/07/30,,,,,,0,84/04/30,79.449997,0,84/01/30,,,83/10/30,,,83/07/30,,,83/04/30,
84/07/31,76.360001,76.360001,76.360001,76.36 ,0,0,84/04/30,79.449997,1,84/01/31,81.449997,1,83/10/31,77.650002,1,83/07/31,,,83/04/30,
84/08/01,,,,,,,84/05/01,,,84/02/01,,,83/11/01,,,83/08/01,,,83/05/01,
84/08/02,,,,,,,84/05/02,,,84/02/02,,,83/11/02,,,83/08/02,,,83/05/02,0
84/08/03,,,,,,,84/05/03,,,84/02/03,,,83/11/03,,,83/08/03,,,83/05/03,0
84/08/06,,,,,,,84/05/06,,,84/02/06,,,83/11/06,,,83/08/06,,,83/05/06,0
84/08/07,,,,,,,84/05/07,,,84/02/07,,,83/11/07,,,83/08/07,,,83/05/07,
84/08/08,,,,,,,84/05/08,,,84/02/08,,,83/11/08,,,83/08/08,,,83/05/08,
84/08/09,,,,,,,84/05/09,,,84/02/09,,,83/11/09,,,83/08/09,,,83/05/09,0
84/08/10,,,,,,,84/05/10,,,84/02/10,,,83/11/10,,,83/08/10,,,83/05/10,0
84/08/13,,,,,,,84/05/13,,,84/02/13,,,83/11/13,,,83/08/13,,,83/05/13,0
84/08/14,,,,,,,84/05/14,,,84/02/14,,,83/11/14,,,83/08/14,,,83/05/14,
84/08/15,,,,,,,84/05/15,,,84/02/15,,,83/11/15,,,83/08/15,,,83/05/15,
84/08/16,,,,,,,84/05/16,,,84/02/16,,,83/11/16,,,83/08/16,,,83/05/16,0
84/08/17,,,,,,,84/05/17,,,84/02/17,,,83/11/17,,,83/08/17,,,83/05/17,0
84/08/20,,,,,,,84/05/20,,,84/02/20,,,83/11/20,,,83/08/20,,,83/05/20,0
84/08/21,,,,,,,84/05/21,,,84/02/21,,,83/11/21,,,83/08/21,,,83/05/21,
84/08/22,,,,,,,84/05/22,,,84/02/22,,,83/11/22,,,83/08/22,,,83/05/22,
84/08/23,,,,,,,84/05/23,,,84/02/23,,,83/11/23,,,83/08/23,,,83/05/23,0
84/08/24,,,,,,,84/05/24,,,84/02/24,,,83/11/24,,,83/08/24,,,83/05/24,0
84/08/27,,,,,,,84/05/27,,,84/02/27,,,83/11/27,,,83/08/27,,,83/05/27,0
84/08/28,,,,,,,84/05/28,,,84/02/28,,,83/11/28,,,83/08/28,,,83/05/28,
84/08/29,,,,,,,84/05/29,,,84/02/29,78.709999,1,83/11/29,,,83/08/29,,,83/05/29,
84/08/30,,,,,,,84/05/30,,,84/02/29,78.709999,0,83/11/30,78.790001,1,83/08/30,,,83/05/30,0
84/08/31,79.339996,79.339996,79.339996,79.34 ,0,1,84/05/31,78.169998,1,84/02/29,78.709999,0,83/11/30,78.790001,1,83/08/31,72.120003,1,83/05/31,70.809998
84/09/03,,,,,,,84/06/03,,,84/03/03,,,83/12/03,,,83/09/03,,,83/06/03,0
84/09/04,,,,,,,84/06/04,,,84/03/04,,,83/12/04,,,83/09/04,,,83/06/04,
84/09/05,,,,,,,84/06/05,,,84/03/05,,,83/12/05,,,83/09/05,,,83/06/05,
84/09/06,,,,,,,84/06/06,,,84/03/06,,,83/12/06,,,83/09/06,,,83/06/06,0
84/09/07,,,,,,,84/06/07,,,84/03/07,,,83/12/07,,,83/09/07,,,83/06/07,0
84/09/10,,,,,,,84/06/10,,,84/03/10,,,83/12/10,,,83/09/10,,,83/06/10,0
84/09/11,,,,,,,84/06/11,,,84/03/11,,,83/12/11,,,83/09/11,,,83/06/11,
84/09/12,,,,,,,84/06/12,,,84/03/12,,,83/12/12,,,83/09/12,,,83/06/12,
84/09/13,,,,,,,84/06/13,,,84/03/13,,,83/12/13,,,83/09/13,,,83/06/13,0
84/09/14,,,,,,,84/06/14,,,84/03/14,,,83/12/14,,,83/09/14,,,83/06/14,0
84/09/17,,,,,,,84/06/17,,,84/03/17,,,83/12/17,,,83/09/17,,,83/06/17,0
84/09/18,,,,,,,84/06/18,,,84/03/18,,,83/12/18,,,83/09/18,,,83/06/18,
84/09/19,,,,,,,84/06/19,,,84/03/19,,,83/12/19,,,83/09/19,,,83/06/19,
84/09/20,,,,,,,84/06/20,,,84/03/20,,,83/12/20,,,83/09/20,,,83/06/20,0
84/09/21,,,,,,,84/06/21,,,84/03/21,,,83/12/21,,,83/09/21,,,83/06/21,0
84/09/24,,,,,,,84/06/24,,,84/03/24,,,83/12/24,,,83/09/24,,,83/06/24,0
84/09/25,,,,,,,84/06/25,,,84/03/25,,,83/12/25,,,83/09/25,,,83/06/25,
84/09/26,,,,,,,84/06/26,,,84/03/26,,,83/12/26,,,83/09/26,,,83/06/26,
84/09/27,,,,,,,84/06/27,,,84/03/27,,,83/12/27,,,83/09/27,,,83/06/27,0
84/09/28,83.32,83.32,83.32,83.32 ,0,,84/06/28,,,84/03/28,,,83/12/28,,,83/09/28,,,83/06/28,0
84/10/01,,,,,,,84/07/01,,,84/04/01,,,84/01/01,,,83/10/01,,,83/07/01,0
84/10/02,,,,,,,84/07/02,,,84/04/02,,,84/01/02,,,83/10/02,,,83/07/02,
84/10/03,,,,,,,84/07/03,,,84/04/03,,,84/01/03,,,83/10/03,,,83/07/03,
84/10/04,,,,,,,84/07/04,,,84/04/04,,,84/01/04,,,83/10/04,,,83/07/04,0
84/10/05,,,,,,,84/07/05,,,84/04/05,,,84/01/05,,,83/10/05,,,83/07/05,0
84/10/08,,,,,,,84/07/08,,,84/04/08,,,84/01/08,,,83/10/08,,,83/07/08,0
84/10/09,,,,,,,84/07/09,,,84/04/09,,,84/01/09,,,83/10/09,,,83/07/09,
84/10/10,,,,,,,84/07/10,,,84/04/10,,,84/01/10,,,83/10/10,,,83/07/10,
84/10/11,,,,,,,84/07/11,,,84/04/11,,,84/01/11,,,83/10/11,,,83/07/11,0
84/10/12,,,,,,,84/07/12,,,84/04/12,,,84/01/12,,,83/10/12,,,83/07/12,0
84/10/15,,,,,,,84/07/15,,,84/04/15,,,84/01/15,,,83/10/15,,,83/07/15,0
84/10/16,,,,,,,84/07/16,,,84/04/16,,,84/01/16,,,83/10/16,,,83/07/16,
84/10/17,,,,,,,84/07/17,,,84/04/17,,,84/01/17,,,83/10/17,,,83/07/17,
84/10/18,,,,,,,84/07/18,,,84/04/18,,,84/01/18,,,83/10/18,,,83/07/18,0
84/10/19,,,,,,,84/07/19,,,84/04/19,,,84/01/19,,,83/10/19,,,83/07/19,0
84/10/22,,,,,,,84/07/22,,,84/04/22,,,84/01/22,,,83/10/22,,,83/07/22,0
84/10/23,,,,,,,84/07/23,,,84/04/23,,,84/01/23,,,83/10/23,,,83/07/23,
84/10/24,,,,,,,84/07/24,,,84/04/24,,,84/01/24,,,83/10/24,,,83/07/24,
84/10/25,,,,,,,84/07/25,,,84/04/25,,,84/01/25,,,83/10/25,,,83/07/25,0
84/10/26,,,,,,,84/07/26,,,84/04/26,,,84/01/26,,,83/10/26,,,83/07/26,0
84/10/29,,,,,,,84/07/29,,,84/04/29,,,84/01/29,,,83/10/29,,,83/07/29,75.279999
84/10/30,,,,,,,84/07/30,,,84/04/30,79.449997,1,84/01/30,,,83/10/30,,,83/07/30,
84/10/31,84.040001,84.040001,84.040001,84.04 ,0,1,84/07/31,76.360001,1,84/04/30,79.449997,0,84/01/31,81.449997,1,83/10/31,77.650002,0,83/07/31,
84/11/01,,,,,,,84/08/01,,,84/05/01,,,84/02/01,,,83/11/01,,,83/08/01,0
84/11/02,,,,,,,84/08/02,,,84/05/02,,,84/02/02,,,83/11/02,,,83/08/02,0
84/11/05,,,,,,,84/08/05,,,84/05/05,,,84/02/05,,,83/11/05,,,83/08/05,0
84/11/06,,,,,,,84/08/06,,,84/05/06,,,84/02/06,,,83/11/06,,,83/08/06,
84/11/07,,,,,,,84/08/07,,,84/05/07,,,84/02/07,,,83/11/07,,,83/08/07,
84/11/08,,,,,,,84/08/08,,,84/05/08,,,84/02/08,,,83/11/08,,,83/08/08,0
84/11/09,,,,,,,84/08/09,,,84/05/09,,,84/02/09,,,83/11/09,,,83/08/09,0
84/11/12,,,,,,,84/08/12,,,84/05/12,,,84/02/12,,,83/11/12,,,83/08/12,0
84/11/13,,,,,,,84/08/13,,,84/05/13,,,84/02/13,,,83/11/13,,,83/08/13,
84/11/14,,,,,,,84/08/14,,,84/05/14,,,84/02/14,,,83/11/14,,,83/08/14,
84/11/15,,,,,,,84/08/15,,,84/05/15,,,84/02/15,,,83/11/15,,,83/08/15,0
84/11/16,,,,,,,84/08/16,,,84/05/16,,,84/02/16,,,83/11/16,,,83/08/16,0
84/11/19,,,,,,,84/08/19,,,84/05/19,,,84/02/19,,,83/11/19,,,83/08/19,0
84/11/20,,,,,,,84/08/20,,,84/05/20,,,84/02/20,,,83/11/20,,,83/08/20,
84/11/21,,,,,,,84/08/21,,,84/05/21,,,84/02/21,,,83/11/21,,,83/08/21,
84/11/22,,,,,,,84/08/22,,,84/05/22,,,84/02/22,,,83/11/22,,,83/08/22,0
84/11/23,,,,,,,84/08/23,,,84/05/23,,,84/02/23,,,83/11/23,,,83/08/23,0
84/11/26,,,,,,,84/08/26,,,84/05/26,,,84/02/26,,,83/11/26,,,83/08/26,0
84/11/27,,,,,,,84/08/27,,,84/05/27,,,84/02/27,,,83/11/27,,,83/08/27,
84/11/28,,,,,,,84/08/28,,,84/05/28,,,84/02/28,,,83/11/28,,,83/08/28,
84/11/29,,,,,,,84/08/29,,,84/05/29,,,84/02/29,78.709999,1,83/11/29,,,83/08/29,0
84/11/30,84.300003,84.300003,84.300003,84.30 ,0,,84/08/30,,,84/05/30,,,84/02/29,78.709999,0,83/11/30,78.790001,1,83/08/30,0
84/12/03,,,,,,,84/09/03,,,84/06/03,,,84/03/03,,,83/12/03,,,83/09/03,
84/12/04,,,,,,,84/09/04,,,84/06/04,,,84/03/04,,,83/12/04,,,83/09/04,
84/12/05,,,,,,,84/09/05,,,84/06/05,,,84/03/05,,,83/12/05,,,83/09/05,0
84/12/06,,,,,,,84/09/06,,,84/06/06,,,84/03/06,,,83/12/06,,,83/09/06,0
84/12/07,,,,,,,84/09/07,,,84/06/07,,,84/03/07,,,83/12/07,,,83/09/07,0
84/12/10,,,,,,,84/09/10,,,84/06/10,,,84/03/10,,,83/12/10,,,83/09/10,
84/12/11,,,,,,,84/09/11,,,84/06/11,,,84/03/11,,,83/12/11,,,83/09/11,
84/12/12,,,,,,,84/09/12,,,84/06/12,,,84/03/12,,,83/12/12,,,83/09/12,0
84/12/13,,,,,,,84/09/13,,,84/06/13,,,84/03/13,,,83/12/13,,,83/09/13,0
84/12/14,,,,,,,84/09/14,,,84/06/14,,,84/03/14,,,83/12/14,,,83/09/14,0
84/12/17,,,,,,,84/09/17,,,84/06/17,,,84/03/17,,,83/12/17,,,83/09/17,
84/12/18,,,,,,,84/09/18,,,84/06/18,,,84/03/18,,,83/12/18,,,83/09/18,
84/12/19,,,,,,,84/09/19,,,84/06/19,,,84/03/19,,,83/12/19,,,83/09/19,0
84/12/20,,,,,,,84/09/20,,,84/06/20,,,84/03/20,,,83/12/20,,,83/09/20,0
84/12/21,,,,,,,84/09/21,,,84/06/21,,,84/03/21,,,83/12/21,,,83/09/21,0
84/12/24,,,,,,,84/09/24,,,84/06/24,,,84/03/24,,,83/12/24,,,83/09/24,
84/12/25,,,,,,,84/09/25,,,84/06/25,,,84/03/25,,,83/12/25,,,83/09/25,
84/12/26,,,,,,,84/09/26,,,84/06/26,,,84/03/26,,,83/12/26,,,83/09/26,0
84/12/27,,,,,,,84/09/27,,,84/06/27,,,84/03/27,,,83/12/27,,,83/09/27,0
84/12/28,,,,,,0,84/09/28,83.32,0,84/06/28,,,84/03/28,,,83/12/28,,,83/09/28,0
84/12/31,85.470001,85.470001,85.470001,85.47 ,0,,84/09/30,,,84/06/30,,,84/03/31,,,83/12/31,,,83/09/30,73.410004
85/01/01,,,,,,,84/10/01,,,84/07/01,,,84/04/01,,,84/01/01,,,83/10/01,
85/01/02,,,,,,,84/10/02,,,84/07/02,,,84/04/02,,,84/01/02,,,83/10/02,
85/01/03,,,,,,,84/10/03,,,84/07/03,,,84/04/03,,,84/01/03,,,83/10/03,0
85/01/04,,,,,,,84/10/04,,,84/07/04,,,84/04/04,,,84/01/04,,,83/10/04,0
85/01/07,,,,,,,84/10/07,,,84/07/07,,,84/04/07,,,84/01/07,,,83/10/07,0
85/01/08,,,,,,,84/10/08,,,84/07/08,,,84/04/08,,,84/01/08,,,83/10/08,
85/01/09,,,,,,,84/10/09,,,84/07/09,,,84/04/09,,,84/01/09,,,83/10/09,
85/01/10,,,,,,,84/10/10,,,84/07/10,,,84/04/10,,,84/01/10,,,83/10/10,0
85/01/11,,,,,,,84/10/11,,,84/07/11,,,84/04/11,,,84/01/11,,,83/10/11,0
85/01/14,,,,,,,84/10/14,,,84/07/14,,,84/04/14,,,84/01/14,,,83/10/14,0
85/01/15,,,,,,,84/10/15,,,84/07/15,,,84/04/15,,,84/01/15,,,83/10/15,
85/01/16,,,,,,,84/10/16,,,84/07/16,,,84/04/16,,,84/01/16,,,83/10/16,
85/01/17,,,,,,,84/10/17,,,84/07/17,,,84/04/17,,,84/01/17,,,83/10/17,0
85/01/18,,,,,,,84/10/18,,,84/07/18,,,84/04/18,,,84/01/18,,,83/10/18,0
85/01/21,,,,,,,84/10/21,,,84/07/21,,,84/04/21,,,84/01/21,,,83/10/21,0
85/01/22,,,,,,,84/10/22,,,84/07/22,,,84/04/22,,,84/01/22,,,83/10/22,
85/01/23,,,,,,,84/10/23,,,84/07/23,,,84/04/23,,,84/01/23,,,83/10/23,
85/01/24,,,,,,,84/10/24,,,84/07/24,,,84/04/24,,,84/01/24,,,83/10/24,0
85/01/25,,,,,,,84/10/25,,,84/07/25,,,84/04/25,,,84/01/25,,,83/10/25,0
85/01/28,,,,,,,84/10/28,,,84/07/28,,,84/04/28,,,84/01/28,,,83/10/28,0
85/01/29,,,,,,,84/10/29,,,84/07/29,,,84/04/29,,,84/01/29,,,83/10/29,
85/01/30,,,,,,,84/10/30,,,84/07/30,,,84/04/30,79.449997,1,84/01/30,,,83/10/30,
85/01/31,88.730003,88.730003,88.730003,88.73 ,0,1,84/10/31,84.040001,0,84/07/31,76.360001,0,84/04/30,79.449997,0,84/01/31,81.449997,1,83/10/31,77.650002
85/02/01,,,,,,,84/11/01,,,84/08/01,,,84/05/01,,,84/02/01,,,83/11/01,0
85/02/04,,,,,,,84/11/04,,,84/08/04,,,84/05/04,,,84/02/04,,,83/11/04,0
85/02/05,,,,,,,84/11/05,,,84/08/05,,,84/05/05,,,84/02/05,,,83/11/05,
85/02/06,,,,,,,84/11/06,,,84/08/06,,,84/05/06,,,84/02/06,,,83/11/06,
85/02/07,,,,,,,84/11/07,,,84/08/07,,,84/05/07,,,84/02/07,,,83/11/07,0
85/02/08,,,,,,,84/11/08,,,84/08/08,,,84/05/08,,,84/02/08,,,83/11/08,0
85/02/11,,,,,,,84/11/11,,,84/08/11,,,84/05/11,,,84/02/11,,,83/11/11,0
85/02/12,,,,,,,84/11/12,,,84/08/12,,,84/05/12,,,84/02/12,,,83/11/12,
85/02/13,,,,,,,84/11/13,,,84/08/13,,,84/05/13,,,84/02/13,,,83/11/13,
85/02/14,,,,,,,84/11/14,,,84/08/14,,,84/05/14,,,84/02/14,,,83/11/14,0
